id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
5479,405,Newport Storm Hurricane Amber Ale,3,33,American-Style Amber/Red Ale,5.199999809,"The first offering from the Coastal Extreme Brewing Company blends some of the world's finest ingredients into a delightful beer. In producing our amber ale, we selected the highest quality European and American malts and hops. This ale has a malt character which is delicately balanced with its hop profile so that consumers of all levels enjoy drinking it. Hurricane Amber Ale is a full flavored beer which clearly has more taste than other domestic and imported light beers while at the same time does not overpower the drinker with heavy body or excessive bitterness. So find yourself a cold 'Hurricane' and ENJOY!"
5480,844,Meantime Coffee,2,25,Porter,6,"Whilst we wouldn't recommend having this at breakfast with your bacon and eggs, our Coffee Beer is made with real coffee and has a caffeine hit to match. The natural flavours of the beans selected and hand roasted by our friends at the Union Coffee Roasters go well with the roast barley in the beer to give a silky-smooth drink with distinct chocolate and vanilla notes. 

Our first formulation of this beer was the first UK brewed beer to carry the Fairtrade logo, and, although we have reformulated it to create an even better blend of malt and roast coffee flavours, we can no longer get enough coffee in each bottle to qualify for Fairtrade status. However we are still using the same Faitrade Araba Bourbon beans from Rwanda's Abuhuzamugambi Bakawa Co-operative.

At the Meantime Brewing Co we love flavour, so it wasn't exactly difficult for us to see how the scents and aromas of coffee and barley would create a perfect match like just like mint and lamb, toffee and banana, peaches and cream, peanut butter and jam. Serve lightly chilled with as many chocolate truffles as your conscience allows.

Each serving is equal to one cup of coffee"
5484,765,Ruben & The Jets,3,30,American-Style Strong Pale Ale,8.600000381,This Ale is Brewed in Honor of the 40th Anniversary Release of this Album.
5485,594,Old Faithful Ale,3,26,American-Style Pale Ale,0,"ur Old Faithful Ale is a Pale Golden Ale with a crisp body and light malt sweetness. We cold condition this ale to give it a pleasantly smooth character and dry palate. The Willamette and imported UK Goldings hops give this beer a light floral hop aroma, making it exceptionally easy to drink."
5486,349,Cottonwood Endo India Pale Ale,3,31,American-Style India Pale Ale,5.900000095,This brew is a favorite for those who love hops! This medium copper-colored ale is dry hopped for a strong hop nose with medium malt overtones and hint of caramel that blend for one great tasting beer!
5487,325,Olde Buzzard Lager,8,95,American-Style Lager,5,"Our Lager (Dortmund-style) is brewed with pale, Munich and Vienna malts and is moderately hopped with Hallertauer hops. Dortmund is an industrial, steel-making town and its lagers are hearty, easy drinking brewskies. The hops balance the malt but not overtly so. A great brew for the end of a hard day at work. Winner of the Gold Medal for Best European Style Pilsner at the 2000 Great American Beer Festival , Gold Medal at the 5th and 6th Great International Beer Festival, Silver Medals at the 7th Great International Beer Festival and 9th Great International Beer Festival, and Bronze Medal at the 8th Great International Beer Festival and 11th Great International Beer Festival!"
5490,1137,Bittersweet Lenny R.I.P.A.,3,32,Imperial or Double India Pale Ale,10,"Ladies and Gentlemen, Shmaltz Brewing Co. is proud to introduce Bittersweet Lenny's R.I.P.A. Brewed with an obscene amount of malts and hops. Shocking flavors - far beyond contemporary community standards. We cooked up the straight dope for the growing minions of our nation's Radical Beer junkies. Judges may not be able to define ""Radical Beer,"" but you'll damn well know it when you taste it. Bruce died, officially declared a pauper by the State of California, personally broken and financially bankrupt simply for challenging America's moral hypocrisies with words. The memorial playbill read: ""Yes, we killed him. Because he picked on the wrong god."" -Directed by, the Courts, the Cops, the Church... and his own self-destructive super ego. Like Noah lying naked and loaded in his tent after the apocalyptic deluge: a witness, a patron saint, a father of what was to come. Sick, Dirty, Prophetic Lenny: a scapegoat, a martyr, a supreme inspiration."
5494,1170,Double White,11,116,Light American Wheat Ale or Lager,6.599999905,"What do brewmasters do in their free time? If you're Phil Markowski, the obsesseive brewmaster of Southampton, you brew at home, of course! Phil turned his fascination with Belgian-style white ales into a quest to master one of the most challenging beers to brew. Using rustic ingredients like un-malted wheat, Phil experimented over his stove until he felt it was perfect. Take one taste and you'll agree, Phil got it ""white."""
5495,47,Big Dick's Olde Ale,1,13,Old Ale,8.199999809,"Somewhat of a cousin to Barleywine, Big Dick's is a classic English-style Olde Ale.  Sweet and full-bodied malt flavors are complemented by a fragrant but mild hop bitterness.  Sweet, bready malt aromas combine with rich flavors of dark fruit, brown sugar, caramel, and sweet nuts. A beer for keeping, Big Dick's Olde Ale will age gracefully, while fruity flavors continue to develop and bitterness will subside.

This is not only a BIG beer, it is a Well-Endowed Ale!  We took a traditional English-style Ale and made it our own.  Delightful on its own or as a digestif with a full-bodied cigar, Big Dick's is also big enough to stand up to many boldly-flavored foods."
5496,1336,Hopnoxxxious,3,32,Imperial or Double India Pale Ale,7.449999809,This hophead's delight contains 7 hop additions. A malt background balances the hoppy bitterness for a complex flavor.
5497,1336,Bistro Blonde,3,37,Golden or Blonde Ale,4.199999809,An easy drinking ale that goes well with our food offerings.  Also a great introduction to the world of craft brewing.
5499,1336,State Street Oatmeal Stout,1,21,Oatmeal Stout,6.099999905,A dark rich full-bodied stout with a dense creamy head.  Full of character and very satisfying.
5500,1336,Bee Sting Honey Rye Ale,11,119,American Rye Ale or Lager,6.5,A smooth golden ale flavored with Pilsner malt and fresh local honey from Schaefer Shack Farms.
5501,1336,Amber Waves,3,33,American-Style Amber/Red Ale,4.849999905,A clean crisp ale with a beautiful reddish caramel color and a superb balance of hops and malts.
5502,1336,Padawan Pale Ale,3,26,American-Style Pale Ale,5,A mild pleasant ale with lingering hoppy notes.
5503,1297,Pearl Street Porter,2,25,Porter,0,A Baltic Porter made to celebrate Boulder's 150th anniversary. Available for the entirety of 2009.
5505,1232,Tailgate Amber Wave,3,33,American-Style Amber/Red Ale,6.199999809,"Why put everything in a category? Live outside the box. The 'flagship' of TailGate Beer, Amber Wave, is a completely unique and individual beer that raises the standards and breaks all the molds.

Amber Wave was inspired by America's amber waves of grain and is as unique as apple pie.  The intellectuals behind TailGate Beer created this dark, rose colored ale that drinks like honey and lingers of light caramel, with notes of chocolate and sweet subtle hops. Surprise yourself, and others, with your sophisticated palate and acute ability to find the best beer brewed for drinking, not sampling."
5506,1232,Tailgate Brown Ale,3,38,American-Style Brown Ale,5.900000095,"This is your solution to the same ol' ho hum brown ale you drink all the time. This ale might be dark and intimidating in a glass, yet the first sip proves to be a surprisingly refreshing assault on your taste buds. Complex blends of chocolate and roasted oats complement the essence of bittering hops, and sweet malts.  The balanced combination makes this full flavored ale one to be enjoyed in any occasion."
5507,1232,Tailgate IPA,3,31,American-Style India Pale Ale,6.5,"This is what beer is all about.  First swallow offers a nice little bite, followed by a blossom of flavors delivered by our handpicked aromatic hops.  Flavor carries through the end with a full fisted kick of alcohol content that rocks the Richter scale at 6.5%.  A nose of citrus with a floral essence of spice tickles the tongue in this ode to hops.  Discover an IPA that encourages how to enjoy what beer is all about."
5508,1232,Tailgate Sweet Stout,1,20,Sweet Stout,6.599999905,"Bronze medal award winner - Sweet Stout Category -  California State Fair 2008 Commercial Craft Brew Competition

Don't be afraid of the dark. This Sweet Stout is a surprisingly charming, and yet extremely robust ale that spills a soothing bouquet of caramel, chocolate and lightly roasted oats.  As a truly unique foray into the world of stout ales, this sweet stout drinks so light you might be surprised at how apt you are to enjoy the darkest of TailGate Beer's. The flavors are so rich and smooth that this TGB Sweet Stout can cool you on the hottest of days and warm you in the worst that winter can bring. Here is heaven in a bottle. If it weren't so wrong, this is what you wish mom could have given you in your baby bottle.  Treat yourself right and enjoy an experience that is the best dessert to pass through your lips since mom last made her best fruit pie for you."
5509,1232,Tailgate Light,8,96,American-Style Light Lager,4.699999809,"Why settle for a watered down version of delicious barley and hops when the TailGate Beer Light will make you a convert to the world of light ales. Eat hardy, and enjoy a light beer with serious flavor, lower calories and the most serious attention to the powers that flavor beer.  A nose of citrus and spice with a tongue of vanilla are just a few of the very unique flavors to grace your senses in this Light Ale.  This is the light beer lovers of beer have been waiting for.  This is not a watered down version of a good idea."
5510,1232,Tailgate Hefeweizen,4,50,South German-Style Hefeweizen,5,"TailGate Beer does the German style wheat beer right. Hints of citrus, complemented by sprinkles of spice that makes a German, full flavored brew that is really hard to say right.  Proud of the names 'weizen' (wheat) base ingredient, TGB draws most of its flavor from the famed grass plant. This Hef is one truly crisp, and refreshing unfiltered ale that garnishes well with a lemon or an orange!   Be sure to impress your friends with your fine tuned palate and sophisticated verbiage next time you belly up to order your TailGate Beer 'HEH-feh-vite-zehn'"
5511,563,Vintage Ale 2008,1,13,Old Ale,8.5,"I have crafted this very special ale from the finest Challenger and Northdown hops, Maris Otter malted barley, and of course, our unique yeast, to create a truly extraordinary limited edition brew.

Individually packed and numbered, this bottle is one of only one hundred and forty-five thousand produced."
5512,1186,Tribute Premium Cornish Ale,1,3,Ordinary Bitter,4.199999809,"A Supreme Champion Ale of Cornwall as
voted by CAMRA*, and the South West's Favourite cask beer**, Tribute is a popular
favourite with locals and visitors to Cornwall, as well as being a much sought after guest ale throughout the rest of the UK. It is brewed using specially grown Cornish Gold Malt and is a perfect accompaniment to chicken, gammon or fish. The ideal alternative to a fine white wine."
5513,1186,Proper Job,1,2,English-Style India Pale Ale,5.5,Proper Job is an authentic IPA brewed with Cornish spring water and malt made from a blend of malts including Cornish grown Maris Otter barley.
5514,1186,HSD Hicks Special Draught,1,3,Ordinary Bitter,5,"St Austell's most legendary ale, HSD is fullbodied strong and Cornish, brimming with a kaleidoscope of flavours. Brewed with plenty of malt and lashings of English Fuggles and Golding hops, HSD is truly a classic ale of considerable depth and complexity. The real ale alternative to a well rounded premium red wine and simply superb with steaks and other red meat dishes."
5515,1089,Haywards 5000,8,95,American-Style Lager,7.5,"Country of origin:  India 
Beer type:  Lager  
Alcohol content by volume: < 7.5% by volume  
Carbohydrates: - 
Taste:  full bodied malty flavour  
Malts:  Indian malts, 6 row barley  
Hops:  German hop extract (CO2) & Indian hop palate  
Colour:  Golden yellow  
Availability:  India - all seasons, South East Asia, Middle East and Europ 
Fermentation process: Bottom-fermented  
Serving temperature:  7 - 9  C  
Packaging:  650 ml and 330 ml Indian standard glass amber bottle ; 500 ml Non returnable bottles ; 500 ml cans and 330 ml cans ( in select markets) 
 
http://www.sabmiller.in/brands_haywards_5000.html"
5516,1089,Peroni Nastro Azzurro,8,95,American-Style Lager,5.099999905,"Peroni its unique taste which is refreshing and dry, with a clear-cut, clean character and clarity, achieved through the exclusive brewing process. This ensures that the beer has both a fresh and natural quality. 

Positioned as 'Italian style in a bottle', from presentation to pouring the brand, Peroni has struck a chord with modern urbanites looking for cosmopolitan class. 

http://www.sabmiller.in/brands_peroni.html"
5518,1089,Haywards Black,8,95,American-Style Lager,8,"Haywards Black, India's first genuine stout beer , is handcrafted from a rich blend of the world famous Caledon valley dark roasted barley malt along with a blend of imported and locally produced pale malts. New Zealand's super alpha hops give Haywards Black a unique and pleasantly bitter taste with a hop like aroma. The Dark Roasted malt provides a rich dark colouring along with a unique smoky taste and aroma. The Slow brewing process which incorporates specially managed yeast creates the creamy head and the rich smooth taste that stout is so much loved for. 

http://www.sabmiller.in/brands_haywards_black.html"
5519,1089,Foster's Lager Beer,8,95,American-Style Lager,4.900000095,"Foster's Lager is a uniquely Australian beer, brewed with the finest sun-dried malted barley, the purest water, and Foster's own specially bred 'Pride of Ringwood' hops imported directly from Australia to give the beer an authentic flavor. Foster's Lager Beer has always been at the forefront of brewing technology and the Foster's Lager brewed today is the result of over a century of attention of the brewing art. Quality has been the strength of Foster's since its earliest days and remains a paramount concern at every stage of the beer's journey from brewery to consumer. Foster's crisp, clean flavour won it immediate international acclaim when it was first brewed in Melbourne in 1888. Today, more than one hundred years later, it is still recognized as one of the world's best beers."
5522,1089,Royal Challenge,8,95,American-Style Lager,5,"Royal Challenge Premium Lager is the second largest selling mild beer in India. Royal Challenge is brewed with the choicest 6 malt barley. Its long brew duration provides it with a distinct, smooth taste and rich flavour. It has all the hall marks of a great beer - Color that is golden honey, taste that is smooth and crisp, lace that sticks to the wall of the glass. Royal Challenge Premium Lager is the beer for the discerning who have the confidence to make their choices based on their superior taste and knowledge rather than follow the crowd.


http://www.sabmiller.in/brands_royal-challenge.html"
5523,1089,Knock Out,8,95,American-Style Lager,8,"Country of origin:  India 
Beer type:  Lager  
Alcohol content by volume: < 8 % by volume  
Carbohydrates: - 
Taste:  Smooth and strong with a rich malty taste  
Malts:  Indian malts, 6 row barley  
Hops:  Hops extract from Germany and Indian hops palate  
Colour:  Golden yellow  
Availability:  India  
Fermentation process: Bottom-fermented  
Serving temperature:  7 - 9  C  
Packaging:  650 ml, 330 ml Indian standard glass bottle ; 500 ml cans and 330 ml cans,( in select markets)  

http://www.sabmiller.in/brands_knock-out.html"
5524,1089,Haywards 2000,8,95,American-Style Lager,7.5,"Haywards 2000 H2K is India's only beer with an ABV of 5.5%, whilst the rest of the beers are either less than 5% or greater than 7.5% - 8%

Taste:  Rich, smooth and crisp taste 
Malts:  Indian malts, 6 row barley 
Hops:  Hop extract from Germany and Indian hops palate 
Colour:  Gold  
Availability:  Parts of India  
Fermentation process: Bottom-fermented  
Serving temperature:  7 - 9  C  
Packaging:  650 ml and 330 ml glass bottle and 330 ml cans  

http://www.sabmiller.in/brands_haywards_2000.html"
5525,351,Old Oak Amber Ale,3,33,American-Style Amber/Red Ale,0,A well balanced American Amber Ale. Smooth malt character balanced with a healthy dose of Cascade hops aged on oak chips - our most popular beer.
5526,351,Lightner Creek Lager,8,95,American-Style Lager,0,"A light bodied golden ale, low in hop character with a spicy aroma from whole Czech Saaz hops."
5527,351,Iron Horse Oatmeal Stout,1,21,Oatmeal Stout,0,"One of these beers is available all of the time. Our heartiest beers emphasize roasted malts and the generous use of hops. Creamy, smooth and always nitrogenated, these beers are nearly a meal or a dessert in themselves."
5528,351,Colorado Trail Nut Brown Ale,3,38,American-Style Brown Ale,0,The slightly roasted flavor and nutty palate with a hint of hops make this beer subtle and drinkable.
5529,1224,Exodus Porter,2,25,Porter,0,"This is a classic American Porter, poured on tap it has a good head that stays and leaves a nice lace.  It is defined by its chocolate malt, medium body, and smooth mouthfeel.  Balanced by the Golding and Columbus hops on the finish is a hint of bitterness.  
Don't be afraid of the dark."
5530,1108,Sante Fe Pale Ale,3,26,American-Style Pale Ale,5.5,"Anything but a typical American Pale, Santa Fe Pale Ale is as full bodied as its most robust English counterparts, while asserting its American origin with a healthy nose resplendent with Cascade and Willamette hops. It finishes with a well-balanced combination of the subtle, almost Pilsner-like maltiness accentuated by the German yeast used to brew this Santa Fe classic, and a hop bite sufficient to leave a lingering smile on the face of any fan of American Pale Ales."
5531,1108,Santa Fe Wheat,11,116,Light American Wheat Ale or Lager,5.25,"A true Bavarian wheat yeast, sixty percent wheat malt, and German hops make Santa Fe Wheat Beer as true to the style as any American rendition can be. German Wheat Beer, with its hints of banana and clove, its delectable, spicy, hops, and its pale golden color, is becoming increasingly popular in America's craft brewing world, and with good reason: wheat beers are both light enough to please light beer drinkers, and complex enough to please true micro-brew connoisseurs. To mimic a classic German Hefeweisen, after pouring your Santa Fe Wheat Beer into a glass, swirl the last few drops in the bottle to loosen the yeast from the bottom, then pour the yeast over the top of your beer."
5532,1108,Santa Fe Nut Brown,3,38,American-Style Brown Ale,5.199999809,"The Brown Ale style originated in the pubs of England, where beer drinkers desired a beer that was both flavorful and complex, but at the same time mild enough to be a session beer. The Santa Fe Brewing Company's interpretation of this style uses a combination of high mash temperature, hard water, and low-alpha acid hops to produce a product that is both true to the style and distinctly Santa Fe. Brewing jargon aside, Santa Fe Nut Brown Ale is an easy-drinking beer, mild, smooth, and always a favorite. Try a keg at your next party!"
5533,1108,State Pen Porter,2,25,Porter,6.400000095,"A trademark beer of the Santa Fe Brewing Company's master brewer, Ty Levis, the State Pen Porter has every reason to be one of his favorites. It is flavorful, swimming with notes of nuts and chocolate; it is drinkable, so drinkable that it is almost as if pint after pint were drinking itself."
5535,1108,Chicken Killer Barley Wine,3,35,American-Style Barley Wine Ale,10,"Chicken Killer Barley Wine is the revolutionary beer that will someday define America's unique Barley Wine style. It is brewed with twice the ingredients of the Santa Fe Brewing Company's other beers, and only half the usual amount of liquid is extracted from these ingredients. This makes one substantial beer. At over ten percent alcohol, Chicken Killer is actually as substantial as wine, but this is not to say that it is difficult to drink. On the contrary; be careful with this one. The flavors of the beer are at first as overwhelming as the intense Santa Fe sun. But in the same way our sun gives us the unrivaled brilliant colors of Santa Fe, the potency of Chicken Killer gives us the remarkable spectrum of flavors that can be found in no other beer, in no other city. If you did not have the opportunity to try last year's vintage, come try this year's!"
5536,1108,Fiesta IPA,3,31,American-Style India Pale Ale,6.300000191,"A classic beer for those beer lovers who love their hops, Fiesta IPA will take the Pepsi Challenge (or IPA challenge, as we say in New Mexico) against any other pretenders to the throne. Was it divine providence that made this beer the king of the IPA world? Was it a tireless pursuit of glory? No, this IPA has a top-secret recipe to thank for its success, and this meticulously formulated combination of several different hops combined with a very specific brewing process give Fiesta IPA a spicy, citric, and floral infusion of hop character, which is masterfully counterbalanced with the full-bodied maltiness characteristic of the Santa Fe Brewing Company's distinctive beers."
5537,1108,Freestyle Pilsner,7,77,German-Style Pilsener,5.5,"As its name suggests, this Pilsner does not like to be categorized. Inquiring whether it is a German, Czech, Bavarian, American, or any other style pilsner will result in an impatient sigh and the explanation that the whole philosophy behind this pilsner is that it does not fall into any categories. True, it is brewed with traditional ingredients (soft water, pilsner malt, saaz hops, and German yeast), but it is the way that these ingredients interact, and the characteristics of the yeast, that cause this particular pilsner to defiantly stand alone. The assertively hopped Freestyle pils exudes the flavor and the aroma of the classic Saaz hop (a tribute to 'the original' pilsner), while maintaining enough body to balance but not overpower this hop's pleasant, spicy tone. An unhurried lagering process so frequently overlooked by American craft brewers is strictly adhered to in the production of Freestyle, which makes this beer by far the most light, clean, and quenching beer in the Santa Fe Brewing Company's line up."
5538,1108,Viszolay Belgian,5,60,Belgian-Style Dubbel,7.5,"Viszolay is a distinctly continental ale with a hint of the southwest. Belgian malt, Bavarian and Czech hops, and a secret blend of German and Belgian yeast strains provide this beer, inspired by the Trappist's Dubbel style ale, with a strong traditional base, while a hint of New Mexico wildflower honey infuses it with that ethereal quality that we New Mexicans simply call, 'enchanting'. Like the Trappist ales from which it sprung, Viszolay is light and refreshing. The hop's subtle notes are overpowered by complex fruity flavors derived from the Belgian yeast, leaving Viszolay a very drinkable (yet rather potent) addition to the Santa Fe Brewing Company's family of beers."
5539,1202,Stiegl Goldbrau,7,84,German-Style Oktoberfest,4.900000095,"This wonderfully refreshing beer specialty from Stiegl, Austria's largest privately owned brewery is brewed in strict adherence with the 1516 purity law of only using water, malt and hops. Stiegl-Goldbrau is an Austrian styled beer with its own distinctive Salzburg lager flavor. The 12o original gravity is unparalleled in its even taste and ability to refresh. It is mildly hopped is golden in color has a great head with a superb finish. Stiegl-Goldbrau is considered by many connoisseurs to be the world's finest beer."
5541,1202,Stiegl Leicht,8,96,American-Style Light Lager,3.299999952,This is a light beer with a full taste and a third less alcohol so therefore 30% less calories. It is ideal for beer lovers who prefer light beers but do not want to renounce the taste.
5544,49,Guinness 250th Anniversary Stout,3,42,American-Style Stout,5,"To mark the 250 year anniversary of the signing of the lease on St. Jame's Gate Brewery by Arthur Guinness, we introduce a special commemorative stout. This premium recipe provides a refreshing taste, which underlies the complex flavor of stout."
5545,858,Fahrwasser Fairway Pilsner,7,77,German-Style Pilsener,5.199999809,"Reid is our onsite go-to beer guy who handles the bulk of our to-go beer sales. Reid is a full-time UAA student who manages to sell beer at MSBC, run a side welding business, keep the golf discs flying all year-round & create music with his band, Bushwood. He wrote and performed his song ""No 9 to 5"", which resonates his idea of a fairway to heaven.

FAHRWAssER means ""fair water"" or ""fairway"". This inspired pilsner breaks par with every sip.

Availability:
AK - draft and 22-oz bottles (limited release begins 05/15/2009)"
5546,858,Cafe Amsterdam's 10th Anniversary Gruit,11,121,Fruit Beer,12,"SPECIAL COMMEMORATIVE BEER

Former brewer Ken Pajak teamed up with MSBC to create a very special beer to celebrate the 10 years that he and wife Shauna have owned Cafe Amsterdam. Since taking over this mid-town establishment, the Pajaks added a 'beer & wine license' and subsequently transformed the European-style cafe into a beer-centric place to grab breakfast, lunch, dinner and all beers during, around and between these fabulous meals. 

The cafe's beer menu is extensive and all-encompassing. The staff is knowledgeable and enthusiastic. And the beer pour is always right- temperature, glass, presentation. 

'No hops were harmed in the brewing of this beer.' 

Gruit is an old style-one that incorporates spices, herbs and fruit but no hops. The latter detail makes this style very rare in modern times. Cafe Amsterdam's Gruit is dark, strong and interesting. This combination of pale and dark malts, sage, thyme, cinnamon, black peppercorn and fresh orange peel composes distinctive, substantial flavors that meld together wonderfully. And at 12% ABV, this cellar-friendly ale is ready to lay you down! Thoroughly enjoy this old-world beer now but stash some away for later dwelvings. 

Availability: 
AK - 22-oz bottles (limited release begins 05/29/2009)"
5547,1318,Wasatch 1st Amendment Lager,8,95,American-Style Lager,4,"A turn of the century pure malt, crisp lager. 1st Amendment Lager is made with European style hops and Munich malts. This beer has a wonderful, clean, crisp flavor certain to please all."
5549,398,Old Slugger Pale Ale,3,26,American-Style Pale Ale,5.5,"""Old Slugger"" is a hearty Pale Ale, copper in color, crisp malty fullness on the front of the palate and lingering hop bitterness on the back with a dry finish.  It is brewed with four barley malts, including two-row English pale and crystal malts, balanced with Mt. Hood, Cascade and Fuggle hops, and fermented in open vessels by Ringwood Yeast, a true top-fermenting ale yeast. ""Old Slugger"" is the flagship beer of the Cooperstown Brewing Company and was first brewed in July 1995 and bottled in November 1995."
5550,398,Nine Men Ale,3,37,Golden or Blonde Ale,4.300000191,"""Nine Man"" is a golden ale, brewed from English pale and crystal malts, and with torrified wheat.  It is bittered with Cascade and Cluster hops and finished with Cascade hops.  ""Nine Man Ale"" was first brewed as a summer seasonal beer in 1996.   It was kegged the first season but not bottled until the opening of the baseball season in April 1997."
5551,398,Benchwarmer Porter,2,25,Porter,6.400000095,"""Benchwarmer"" is a very smooth Porter brewed in accordance with the original ""high gravity"" porters of early London. More than 4% chocolate malt, which is the most similar to the brown malts of the early 1700's, gives ""Benchwarmer"" its dry coffee-like finish. It is fermented with the Ringwood yeast which is an excellent yeast for the brewing of porters. The widely accepted theory of how porter got its name is that it was a very popular beer among the porters who hauled produce and goods around the marketplace of early industrialized London."
5552,398,Strike Out Stout,3,42,American-Style Stout,4.599999905,"""Strike Out"" is brewed with 6 malts including a balanced portion of chocolate and crystal malts. It is also brewed with 5% flaked oats for a velvet-like mouth feel. English pale, Munich and black malt, plus roasted barley round out the malt bill. Considerably lower in alcohol than both Benchwarmer Porter and Old Slugger Pale Ale, ""Strike Out"" is a well-rounded stout, opaque black in color with a roasted palate."
5553,398,Backyard India Pale Ale,1,2,English-Style India Pale Ale,6.099999905,"""Back Yard"" is a golden India Pale Ale. Historically, ale shipped to India in the 19th Century was brewed to higher gravities so that it could mature during the long sea voyage. English brewers also hopped these ales heavily to protect them from spoiling. The term ""India pale Ale"" or ""I.P.A."" is still used by brewers to denote a super-premium, hoppy pale ale style. Backyard IPA is no exception. English pale barley malt is predominant in this beer with just a small amount of crystal malt. It is well bittered with Cluster and Cascade hops and finished with a mix of local hop and larger amounts of Fuggle hop."
5556,1332,Green Monsta Ale,3,30,American-Style Strong Pale Ale,7.300000191,A BIG PALE ALE with an awsome balance of Belgian malts with Fuggles and East Kent Golding hops.
5557,1173,Mokah Imperial Blended Stout,3,43,American-Style Imperial Stout,11,"When empirical and creative impulses collide, the result is often timeless. The classic utility-art aesthetic of the coffee maker is an example of design and engineering working in concert. 

It is through similar cooperation that the simple bitter cocoa bean is transformed into a sweet treat. As scientists, our brewers utilize their materials to exacting standards. As artists, they couldn't resist the temptation to combine two of our highly acclaimed Blackwater Series Imperial Stouts: Jahva and Choklat. Alone each is perfect, but together as Mokah they are an inimitable expression of two of the world's most sought after flavors. Enjoy Mokah stout with -  or as -  your favorite dessert!
11.0% abv - 27  plato - Imperial Stout Brewed with Coffee & Chocolate - 22 oz / 1/6 keg
2-row pale malt - 2-row barley - caramel, chocolate & black malts - roasted barley barley flakes - Jamaican roasted coffee - bittersweet Belgian chocolate - chinook, willamette, cascade & columbus hops"
5558,68,Sculpin India Pale Ale,3,31,American-Style India Pale Ale,7,"The Sculpin IPA is a testament to our humble beginnings as Home Brew Mart. Founded in 1992, the Mart continues to be a catalyst for the San Diego brewing scene, setting the trend for handcrafted ales. Inspired by our customers, employees and brewers, the Sculpin IPA is bright with aromas of apricot, peach, mango and lemon. Its lighter body also brings out the crispness of the hops. This delicious Ballast Point Ale took a Bronze Medal at the 2007 Great American Beer Festival in the Pro Am category. The Sculpin fish has poisonous spikes on its fins that can give a strong sting. Ironically, the meat from a Sculpin is considered some of the most tasty. Something that has a sting but tastes great, sounds like a Ballast Point India Pale Ale."
5561,974,Doryman's Dark Ale,3,38,American-Style Brown Ale,5.800000191,"Our American Brown Ale has a dark brown color, with a balanced aroma of roasted malts and Northwest-grown hops. The sweetness of the ale and crystal malts blend beautifully with the assertive flavors of Cascade and Mt. Hood hops. A brew to be savored.

This beer originated as a prize-winning homebrew many years ago. When Darron, the Head Brewer, began designing the beers for the Pelican Pub and Brewery, he adapted his old 5 gallon homebrew recipe to his new 15 bbl (465 gallon) brewery. It was well worth the effort, for not only has the Doryman's Dark Ale been a perennial favorite here at the Pelican Pub, but it has garnered prestigious professional awards."
5562,585,Black Toad Dark Ale,2,25,Porter,0,"We begin with a custom mixture of dark and roasted barley malts, then we add the choicest hops. The resulting ale has a dark chestnut color and a deep nutty flavor. Brewed specially for Trader Joe's."
5565,10,Satsuma Harvest Wit,5,67,Belgian-Style White,5.099999905,"Real Louisiana Satsumas, golden wheat, oats and the finest barley create Abita Satsuma Harvest Wit. Pale and cloudy, like the haze on a hot summer day, this white beer has a sweet and subtle citrus flavor with a touch of spice that is cool and refreshing. 

Abita Satsuma Harvest Wit is very versatile and can compliment a number of dishes. This brew pairs well with salads, fish, shrimp and lobster, as long as the dishes are not too spicy. Thai dishes, which often have citric notes in their flavor profile, would also perfectly compliment the orange flavors in Abita Satsuma Harvest Wit."
5569,94,Red Rocket Ale,3,33,American-Style Amber/Red Ale,6.800000191,"The brew of choice for mountain bikers, and adventurous types worldwide. (Are you excited now!) This fiery red ale is not for the weak at heart. It originally started out as a Scottish red ale but has taken on flavors of its own. This is a very complex recipe using five different grains to achieve its unique flavor. The caramel malt used is a mixture of Belgian Caravienne and Hugh Bairds Crystal malts. Red Rocket is a full bodied, hoppy brew which finishes on the pallet with caramel malts. Centennial and Cascade hops are used for bittering and aroma.2004 L.A. Commercial Brewing Competition, Gold Medal Winner; 2004 West Coast Commercial Brewers Competition, First Place; 2003 California State Fair, Gold MedalWinner; 2002 California State Fair, Silver Medal Winner; 2001 California State Fair Gold Medal Winner; 2001 Real Ale Festival, Chicago, Bronze Medal Winner; 2000 California State Fair, Bronze Medal Winner; 1999 Great American Beer Festival, Silver Medal Winner; 1998 Great American Beer Festival, Silver Medal Winner - og 1.067, ABV 6.8%, IBU 65+."
5570,1286,Scratch #20 2009 Apollo Imperial Ale,3,32,Imperial or Double India Pale Ale,7,"Scratch #20 has been dubbed Apollo Imperial Ale because of our experimentation with a new hop variety.
 
Apollo hops are high alpha acid with an intense aroma. Married with other high alpha hops, with almost two pounds of hops added per barrel produced, AIA has an intense staying power in the back of the throat. After a long discussion between Chris, John and the brewers, they dubbed this hop flavor stinky grapefruit with a hint of perfume. The dark color might lead you to believe the some malt may shine through; but no, the hops are the true player in this ale.
 
Scratch #20 has a dual role, also serving at The Drafting Room's Anniversary Ale for 2009. We brewed a bit more to serve the brewery and The Drafting Room, but get it while when you see it. Before this intense hop flavor subsides, this beer will be sold out."
5571,259,Brooklyn Summer Ale,3,37,Golden or Blonde Ale,0,It is light with a bit of a citrus flavor.  A pretty standard summer seasonal.
5572,539,Aviator Red,3,33,American-Style Amber/Red Ale,5.25,Buffalo's favorite red ale. Ruby red and malty flavored with a medium body and a spicy hop signature to balance. Available in bottles and on draft
